ClaseNombre,ChoqueNombre,ObjetoFijoCodigo,ObjetoFijoNombre,OtraClase,NombreOtraClase,Latitud,Longitud,Direccion,",Bogota , colombia",dir,TipoVia1,NumeroVia1,LetraVia1,CardinalVia1,TipoVia2,NumeroVia2,LetraVia2,CardinalVia2,Localidad,HoraOcurrencia,TipoDiseño,TipoTiempo,TotalMuertos,TotalHeridos,CausaConductorIDesc,CausaConductorIIDesc
Choque,Vehiculo, , , , ,0,0,AV AVENIDA DEL SUR-CL 67 S 02,",Bogota,Colombia","AV AVENIDA DEL SUR-CL 67 S 02,Bogota,Colombia",AV,AVENIDA DEL SUR, , ,CL,67, ,S,CIUDAD BOLIVAR,12/31/1899 11:10:00 AM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,46128,-740906,AC 13-KR 28 57,",Bogota,Colombia","AC 13-KR 28 57,Bogota,Colombia",AC,13, , ,KR,28, , ,LOS MARTIRES,12/31/1899 07:15:00 PM,Tramo de Via,Normal,1,0,EXCESO DE VELOCIDAD, 
Choque,Vehiculo, , , , ,0,0,TR 106-CL 72A 02,",Bogota,Colombia","TR 106-CL 72A 02,Bogota,Colombia",TR,106, , ,CL,72,A, ,ENGATIVA,12/31/1899 10:10:00 PM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,AV AVENIDA DEL SUR-CL 45A S 02,",Bogota,Colombia","AV AVENIDA DEL SUR-CL 45A S 02,Bogota,Colombia",AV,AVENIDA DEL SUR, , ,CL,45,A,S,CIUDAD BOLIVAR,12/31/1899 05:00:00 AM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,AV AVENIDA CARACAS-CL 13 02,",Bogota,Colombia","AV AVENIDA CARACAS-CL 13 02,Bogota,Colombia",AV,AVENIDA CARACAS, , ,CL,13, , ,LOS MARTIRES,12/31/1899 01:20:00 PM,Tramo de Via,Normal,0,0,ADELANTAR CERRANDO, 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA PRIMERO DE MAYO-CL 52 S 02,",Bogota,Colombia","AV AVENIDA PRIMERO DE MAYO-CL 52 S 02,Bogota,Colombia",AV,AVENIDA PRIMERO DE MAYO, , ,CL,52, ,S,KENNEDY,12/31/1899 05:10:00 PM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,AC 26-KR 73 02,",Bogota,Colombia","AC 26-KR 73 02,Bogota,Colombia",AC,26, , ,KR,73, , ,ENGATIVA,12/31/1899 07:15:00 AM,Tramo de Via,Normal,0,0,ADELANTAR CERRANDO, 
Choque,Vehiculo, , , , ,0,0,CL 42G-KR 93 S 02,",Bogota,Colombia","CL 42G-KR 93 S 02,Bogota,Colombia",CL,42,G,S,KR,93, , ,KENNEDY,12/31/1899 06:40:00 AM,Tramo de Via,Normal,0,1,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,AC 26-KR 72B 02,",Bogota,Colombia","AC 26-KR 72B 02,Bogota,Colombia",AC,26, , ,KR,72,B, ,FONTIBON,12/31/1899 10:25:00 AM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,KR 77-CL 19 02,",Bogota,Colombia","KR 77-CL 19 02,Bogota,Colombia",KR,77, , ,CL,19, , ,FONTIBON,12/31/1899 12:15:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD,NO UTILIZAR - SALIRSE DE LA CALZADA
Atropello, , , , , ,0,0,AV AVENIDA CIUDAD DE VILLAVICENCIO-AV AVENIDA JORGE GAITAN CORTES 02,",Bogota,Colombia","AV AVENIDA CIUDAD DE VILLAVICENCIO-AV AVENIDA JORGE GAITAN CORTES 02,Bogota,Colombia",AV,AVENIDA CIUDAD DE VILLAVICENCIO, , ,AV,, , ,CIUDAD BOLIVAR,12/31/1899 09:30:00 PM,Interseccion,Normal,0,1,OTRA, 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 136 02,",Bogota,Colombia","AV AVENIDA BOYACA-CL 136 02,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,136, , ,SUBA,12/31/1899 06:03:00 PM,Interseccion,Normal,0,1,PONER EN MARCHA UN VEHICULO SIN PRECAUCIONES, 
Choque,Vehiculo, , , , ,0,0,CL 19-KR 23 07,",Bogota,Colombia","CL 19-KR 23 07,Bogota,Colombia",CL,19, , ,KR,23, , ,LOS MARTIRES,12/31/1899 10:30:00 AM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,CL 37B-KR 68H S 38,",Bogota,Colombia","CL 37B-KR 68H S 38,Bogota,Colombia",CL,37,B,S,KR,68,H, ,KENNEDY,12/31/1899 05:26:00 AM,Tramo de Via,Normal,0,0, ,OTRA
Choque,Vehiculo, , , , ,0,0,CL 42-KR 86 S 02,",Bogota,Colombia","CL 42-KR 86 S 02,Bogota,Colombia",CL,42, ,S,KR,86, , ,KENNEDY,12/31/1899 12:20:00 PM,Tramo de Via,Normal,1,0,DESOBEDECER SEÑALES,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,KR 27-CL 17 S 02,",Bogota,Colombia","KR 27-CL 17 S 02,Bogota,Colombia",KR,27, , ,CL,17, ,S,ANTONIO NARIÑO,12/31/1899 10:30:00 AM,Tramo de Via,Normal,0,5,NO UTILIZAR - IMPERICIA EN EL MANEJO,OTRA
Choque,Vehiculo, , , , ,0,0,AV AVENIDA DE LAS AMERICAS-AV AVENIDA BOYACA 02,",Bogota,Colombia","AV AVENIDA DE LAS AMERICAS-AV AVENIDA BOYACA 02,Bogota,Colombia",AV,AVENIDA DE LAS AMERICAS, , ,AV,, , ,KENNEDY,12/31/1899 07:50:00 PM,Paso elevado,Normal,0,0, ,ADELANTAR CERRANDO
Atropello, , , , , ,0,0,AV AVENIDA CARACAS-CL 51A S 02,",Bogota,Colombia","AV AVENIDA CARACAS-CL 51A S 02,Bogota,Colombia",AV,AVENIDA CARACAS, , ,CL,51,A,S,TUNJUELITO,12/31/1899 11:40:00 AM,Tramo de Via,Normal,0,1,OTRA, 
Choque,Vehiculo, , , , ,0,0,CL 53-KR 13 02,",Bogota,Colombia","CL 53-KR 13 02,Bogota,Colombia",CL,53, , ,KR,13, , ,TUNJUELITO,12/31/1899 05:40:00 AM,Tramo de Via,Normal,0,0,EXCESO DE VELOCIDAD, 
Atropello, , , , , ,0,0,CL 74-KR 13 02,",Bogota,Colombia","CL 74-KR 13 02,Bogota,Colombia",CL,74, , ,KR,13, , ,CHAPINERO,12/31/1899 05:40:00 AM,Tramo de Via,Normal,0,1,NO UTILIZAR - IMPERICIA EN EL MANEJO, 
Choque,Vehiculo, , , , ,0,0,DG 49-KR 14 S 02,",Bogota,Colombia","DG 49-KR 14 S 02,Bogota,Colombia",DG,49, ,S,KR,14, , ,TUNJUELITO,12/31/1899 04:00:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR INVADIENDO CARRIL DEL MISMO SENTIDO EN ZIG-ZAG
Choque,Vehiculo, , , , ,0,0,KR 7-CL 47 02,",Bogota,Colombia","KR 7-CL 47 02,Bogota,Colombia",KR,7, , ,CL,47, , ,CHAPINERO,12/31/1899 11:18:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,KR 13A-CL 109 02,",Bogota,Colombia","KR 13A-CL 109 02,Bogota,Colombia",KR,13,A, ,CL,109, , ,USAQUEN,12/31/1899 11:00:00 PM,Interseccion,Lluvia,0,0,DESOBEDECER SEÑALES,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,AV AVENIDA DEL SUR-KR 67 02,",Bogota,Colombia","AV AVENIDA DEL SUR-KR 67 02,Bogota,Colombia",AV,AVENIDA DEL SUR, , ,KR,67, , ,BOSA,12/31/1899 06:00:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,CL 63-KR 50 02,",Bogota,Colombia","CL 63-KR 50 02,Bogota,Colombia",CL,63, , ,KR,50, , ,BARRIOS UNIDOS,12/31/1899 11:12:00 AM,Glorieta,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,KR 14-CL 48 02,",Bogota,Colombia","KR 14-CL 48 02,Bogota,Colombia",KR,14, , ,CL,48, , ,CHAPINERO,12/31/1899 10:15:00 PM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,KR 77-CL 64H 02,",Bogota,Colombia","KR 77-CL 64H 02,Bogota,Colombia",KR,77, , ,CL,64,H, ,ENGATIVA,12/31/1899 09:30:00 PM,Tramo de Via,Normal,0,0,NO UTILIZAR - GIRAR BRUSCAMENTE, 
Choque,Vehiculo, , , , ,0,0,CL 13-KR 32 02,",Bogota,Colombia","CL 13-KR 32 02,Bogota,Colombia",CL,13, , ,KR,32, , ,PUENTE ARANDA,12/31/1899 10:44:00 AM,Interseccion,Normal,0,1,NO UTILIZAR - GIRAR BRUSCAMENTE, 
Choque,Vehiculo, , , , ,0,0,CL 127-KR 15 02,",Bogota,Colombia","CL 127-KR 15 02,Bogota,Colombia",CL,127, , ,KR,15, , ,USAQUEN,12/31/1899 06:20:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Atropello, , , , , ,0,0,CL 68-KR 54 02,",Bogota,Colombia","CL 68-KR 54 02,Bogota,Colombia",CL,68, , ,KR,54, , ,BARRIOS UNIDOS,12/31/1899 05:20:00 PM,Interseccion,Normal,0,2, , 
Choque,Vehiculo, , , , ,0,0,KR 7-CL 134 02,",Bogota,Colombia","KR 7-CL 134 02,Bogota,Colombia",KR,7, , ,CL,134, , ,USAQUEN,12/31/1899 08:15:00 AM,Tramo de Via,Normal,0,0,NO UTILIZAR - IMPERICIA EN EL MANEJO, 
Choque,Vehiculo, , , , ,0,0,AC 26-KR 113 02,",Bogota,Colombia","AC 26-KR 113 02,Bogota,Colombia",AC,26, , ,KR,113, , ,FONTIBON,12/31/1899 01:10:00 PM,Paso inferior,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,KR 74-CL 14 S 02,",Bogota,Colombia","KR 74-CL 14 S 02,Bogota,Colombia",KR,74, , ,CL,14, ,S,USME,12/31/1899 10:00:00 AM,Interseccion,Normal,0,2, ,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,CL 17-KR 96A 02,",Bogota,Colombia","CL 17-KR 96A 02,Bogota,Colombia",CL,17, , ,KR,96,A, ,FONTIBON,12/31/1899 05:21:00 AM,Tramo de Via,Normal,0,1,ADELANTAR POR LA DERECHA, 
Choque,Vehiculo, , , , ,0,0,KR 51-CL 58C S 02,",Bogota,Colombia","KR 51-CL 58C S 02,Bogota,Colombia",KR,51, , ,CL,58,C,S,TUNJUELITO,12/31/1899 05:50:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,AC 24-KR 113 02,",Bogota,Colombia","AC 24-KR 113 02,Bogota,Colombia",AC,24, , ,KR,113, , ,FONTIBON,12/31/1899 07:15:00 PM,Interseccion,Normal,0,0, ,ADELANTAR INVADIENDO VIA
Choque,Vehiculo, , , , ,0,0,CL 24-KR 96K 29,",Bogota,Colombia","CL 24-KR 96K 29,Bogota,Colombia",CL,24, , ,KR,96,K, ,FONTIBON,12/31/1899 08:00:00 PM,Tramo de Via,Normal,0,0,OTRA,OTRA
Choque,Vehiculo, , , , ,0,0,KR 11-CL 82 01,",Bogota,Colombia","KR 11-CL 82 01,Bogota,Colombia",KR,11, , ,CL,82, , ,CHAPINERO,12/31/1899 04:40:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Objeto Fijo,1,Muro, , ,0,0,CL 13-KR 50 02,",Bogota,Colombia","CL 13-KR 50 02,Bogota,Colombia",CL,13, , ,KR,50, , ,PUENTE ARANDA,12/31/1899 12:30:00 AM,Tramo de Via,Normal,1,0,EMBRIAGUEZ APARENTE, 
Choque,Vehiculo, , , , ,0,0,CL 127-KR 14 12,",Bogota,Colombia","CL 127-KR 14 12,Bogota,Colombia",CL,127, , ,KR,14, , ,USAQUEN,12/31/1899 11:30:00 AM,Tramo de Via,Normal,0,0, ,NO UTILIZAR - IMPERICIA EN EL MANEJO
Choque,Vehiculo, , , , ,0,0,AV AVENIDA PRIMERO DE MAYO-KR 19B 02,",Bogota,Colombia","AV AVENIDA PRIMERO DE MAYO-KR 19B 02,Bogota,Colombia",AV,AVENIDA PRIMERO DE MAYO, , ,KR,19,B, ,ANTONIO NARIÑO,12/31/1899 10:55:00 PM,Interseccion,Normal,0,0,SEMÁFORO EN ROJO,SEMÁFORO EN ROJO
Choque,Vehiculo, , , , ,0,0,AV AVENIDA CARACAS-CL 46 S 02,",Bogota,Colombia","AV AVENIDA CARACAS-CL 46 S 02,Bogota,Colombia",AV,AVENIDA CARACAS, , ,CL,46, ,S,RAFAEL URIBE URIBE,12/31/1899 11:50:00 PM,Interseccion,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,KR 86-CL 75 88,",Bogota,Colombia","KR 86-CL 75 88,Bogota,Colombia",KR,86, , ,CL,75, , ,ENGATIVA,12/31/1899 08:10:00 AM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Atropello, , , , , ,0,0,AV AVENIDA CARACAS-CL 68 S 02,",Bogota,Colombia","AV AVENIDA CARACAS-CL 68 S 02,Bogota,Colombia",AV,AVENIDA CARACAS, , ,CL,68, ,S,USME,12/31/1899 06:40:00 PM,Tramo de Via,Normal,0,1, , 
Choque,Vehiculo, , , , ,0,0,AK 45-CL 98 02,",Bogota,Colombia","AK 45-CL 98 02,Bogota,Colombia",AK,45, , ,CL,98, , ,CHAPINERO,12/31/1899 01:30:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,AC 23-KR 69B 02,",Bogota,Colombia","AC 23-KR 69B 02,Bogota,Colombia",AC,23, , ,KR,69,B, ,FONTIBON,12/31/1899 03:20:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,CL 73-KR 98A S 23,",Bogota,Colombia","CL 73-KR 98A S 23,Bogota,Colombia",CL,73, ,S,KR,98,A, ,BOSA,12/31/1899 11:20:00 AM,Tramo de Via,Normal,0,1,ADELANTAR INVADIENDO VIA, 
Choque,Vehiculo, , , , ,0,0,KR 72G-CL 40 02,",Bogota,Colombia","KR 72G-CL 40 02,Bogota,Colombia",KR,72,G, ,CL,40, , ,KENNEDY,12/31/1899 05:00:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,CL 71A-KR 19 02,",Bogota,Colombia","CL 71A-KR 19 02,Bogota,Colombia",CL,71,A, ,KR,19, , ,BARRIOS UNIDOS,12/31/1899 10:00:00 AM,Interseccion,Normal,0,0,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,KR 3B-CL 35A ES 02,",Bogota,Colombia","KR 3B-CL 35A ES 02,Bogota,Colombia",KR,3,B,E,CL,35,A,S,SAN CRISTOBAL,12/31/1899 09:15:00 PM,Tramo de Via,Normal,0,0,ADELANTAR CERRANDO,ADELANTAR EN CURVA
Choque,Vehiculo, , , , ,0,0,CL 66A-KR 17C 59,",Bogota,Colombia","CL 66A-KR 17C 59,Bogota,Colombia",CL,66,A, ,KR,17,C, ,CIUDAD BOLIVAR,12/31/1899 07:10:00 AM,Tramo de Via,Normal,0,1, ,ADELANTAR INVADIENDO VIA
Atropello, , , , , ,0,0,AV AVENIDA JORGE GAITAN CORTEZ-AV AVENIDA CIUDAD DE VILLAVICENCIO 02,",Bogota,Colombia","AV AVENIDA JORGE GAITAN CORTEZ-AV AVENIDA CIUDAD DE VILLAVICENCIO 02,Bogota,Colombia",AV,AVENIDA JORGE GAITAN CORTEZ, , ,AV,, , ,CIUDAD BOLIVAR,12/31/1899 12:15:00 AM,Tramo de Via,Normal,0,1,EMBRIAGUEZ O DROGA, 
Choque,Vehiculo, , , , ,0,0,AC 63-KR 110B 02,",Bogota,Colombia","AC 63-KR 110B 02,Bogota,Colombia",AC,63, , ,KR,110,B, ,ENGATIVA,12/31/1899 10:30:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,CL 65-KR 8 02,",Bogota,Colombia","CL 65-KR 8 02,Bogota,Colombia",CL,65, , ,KR,8, , ,CHAPINERO,12/31/1899 06:00:00 PM,Interseccion,Normal,0,0, ,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,CL 56-KR 16A 02,",Bogota,Colombia","CL 56-KR 16A 02,Bogota,Colombia",CL,56, , ,KR,16,A, ,TEUSAQUILLO,12/31/1899 04:30:00 PM,Tramo de Via,Normal,0,0, ,NO UTILIZAR - GIRAR BRUSCAMENTE
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 56A S 02,",Bogota,Colombia","AV AVENIDA BOYACA-CL 56A S 02,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,56,A,S,CIUDAD BOLIVAR,12/31/1899 11:10:00 AM,Interseccion,Normal,0,0,DESOBEDECER SEÑALES, 
Atropello, , , , , ,0,0,CL 22C-KR 68F 02,",Bogota,Colombia","CL 22C-KR 68F 02,Bogota,Colombia",CL,22,C, ,KR,68,F, ,FONTIBON,12/31/1899 07:30:00 AM,Tramo de Via,Normal,0,1, , 
Choque,Vehiculo, , , , ,0,0,AK 68-CL 21 S 02,",Bogota,Colombia","AK 68-CL 21 S 02,Bogota,Colombia",AK,68, , ,CL,21, ,S,PUENTE ARANDA,12/31/1899 03:15:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,TR 93-CL 52 02,",Bogota,Colombia","TR 93-CL 52 02,Bogota,Colombia",TR,93, , ,CL,52, , ,ENGATIVA,12/31/1899 07:10:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR INVADIENDO VIA
Choque,Vehiculo, , , , ,0,0,CL 5C-KR 21 02,",Bogota,Colombia","CL 5C-KR 21 02,Bogota,Colombia",CL,5,C, ,KR,21, , ,LOS MARTIRES,12/31/1899 04:51:00 PM,Tramo de Via,Normal,0,1,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,KR 44-CL 20 02,",Bogota,Colombia","KR 44-CL 20 02,Bogota,Colombia",KR,44, , ,CL,20, , ,PUENTE ARANDA,12/31/1899 11:44:00 AM,Interseccion,Normal,0,0,ADELANTAR CERRANDO, 
Choque,Vehiculo, , , , ,0,0,CL 100-KR 67 02,",Bogota,Colombia","CL 100-KR 67 02,Bogota,Colombia",CL,100, , ,KR,67, , ,SUBA,12/31/1899 01:20:00 PM,Tramo de Via,Normal,0,1,ADELANTAR CERRANDO, 
Atropello, , , , , ,0,0,KR 30-CL 47A 18,",Bogota,Colombia","KR 30-CL 47A 18,Bogota,Colombia",KR,30, , ,CL,47,A, ,TEUSAQUILLO,12/31/1899 08:35:00 PM,Tramo de Via,Normal,0,1, , 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA CUIDAD DE VILLAVICENCIO-CL 68ABIS 02,",Bogota,Colombia","AV AVENIDA CUIDAD DE VILLAVICENCIO-CL 68ABIS 02,Bogota,Colombia",AV,AVENIDA CUIDAD DE VILLAVICENCIO, , ,CL,68,A, ,CIUDAD BOLIVAR,12/31/1899 04:20:00 PM,Tramo de Via,Normal,0,2,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 39BBIS S 02,",Bogota,Colombia","AV AVENIDA BOYACA-CL 39BBIS S 02,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,39,B,S,KENNEDY,12/31/1899 04:50:00 AM,Tramo de Via,Normal,0,1, , 
Atropello, , , , , ,0,0,KR 78B-CL 6 S 21,",Bogota,Colombia","KR 78B-CL 6 S 21,Bogota,Colombia",KR,78,B, ,CL,6, ,S,KENNEDY,12/31/1899 10:16:00 PM,Tramo de Via,Normal,0,1, , 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 26 02,",Bogota,Colombia","AV AVENIDA BOYACA-CL 26 02,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,26, , ,ENGATIVA,12/31/1899 10:55:00 PM,Tramo de Via,Normal,0,0,OTRA,OTRA
Choque,Vehiculo, , , , ,0,0,KR 7-CL 92 02,",Bogota,Colombia","KR 7-CL 92 02,Bogota,Colombia",KR,7, , ,CL,92, , ,CHAPINERO,12/31/1899 08:05:00 AM,Interseccion,Normal,0,1,ADELANTAR CERRANDO, 
Atropello, , , , , ,0,0,KR 5N-CL 49H S 04,",Bogota,Colombia","KR 5N-CL 49H S 04,Bogota,Colombia",KR,5,N, ,CL,49,H,S,RAFAEL URIBE URIBE,12/31/1899 09:30:00 AM,Interseccion,Normal,0,1,REVERSO IMPRUDENTE, 
Choque,Vehiculo, , , , ,0,0,CL 153-KR 14 02,",Bogota,Colombia","CL 153-KR 14 02,Bogota,Colombia",CL,153, , ,KR,14, , ,USAQUEN,12/31/1899 05:00:00 PM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Objeto Fijo,2,Poste, , ,0,0,KR 81-CL 76A 02,",Bogota,Colombia","KR 81-CL 76A 02,Bogota,Colombia",KR,81, , ,CL,76,A, ,ENGATIVA,12/31/1899 05:30:00 AM,Tramo de Via,Normal,0,0,NO UTILIZAR - IMPERICIA EN EL MANEJO, 
Choque,Vehiculo, , , , ,0,0,CL 6A-KR 87A 15,",Bogota,Colombia","CL 6A-KR 87A 15,Bogota,Colombia",CL,6,A, ,KR,87,A, ,KENNEDY,12/31/1899 09:00:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 53 02,",Bogota,Colombia","AV AVENIDA BOYACA-CL 53 02,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,53, , ,ENGATIVA,12/31/1899 02:00:00 PM,Tramo de Via,Normal,0,0,OTRA,OTRA
Choque,Vehiculo, , , , ,0,0,AV AVENIDA CARACAS-KR 10 02,",Bogota,Colombia","AV AVENIDA CARACAS-KR 10 02,Bogota,Colombia",AV,AVENIDA CARACAS, , ,KR,10, , ,RAFAEL URIBE URIBE,12/31/1899 10:00:00 AM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,AK 50-CL 5C 02,",Bogota,Colombia","AK 50-CL 5C 02,Bogota,Colombia",AK,50, , ,CL,5,C, ,PUENTE ARANDA,12/31/1899 07:20:00 AM,Interseccion,Normal,0,1,NO RESPETAR PRELACION DE INTERSECCIONES O GIROS,CIRCULAR POR CALZADAS DESTINADAS A BUSES Y BUSETAS
Choque,Vehiculo, , , , ,0,0,CL 63-KR 81F S 57,",Bogota,Colombia","CL 63-KR 81F S 57,Bogota,Colombia",CL,63, ,S,KR,81,F, ,BOSA,12/31/1899 04:55:00 AM,Interseccion,Lluvia,0,1, ,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,CL 26-KR 72 02,",Bogota,Colombia","CL 26-KR 72 02,Bogota,Colombia",CL,26, , ,KR,72, , ,ENGATIVA,12/31/1899 09:30:00 AM,Paso elevado,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,AC 153-KR 58 02,",Bogota,Colombia","AC 153-KR 58 02,Bogota,Colombia",AC,153, , ,KR,58, , ,SUBA,12/31/1899 03:30:00 PM,Glorieta,Normal,0,0,NO RESPETAR PRELACION DE INTERSECCIONES O GIROS, 
Choque,Vehiculo, , , , ,0,0,TR 106-CL 73 02,",Bogota,Colombia","TR 106-CL 73 02,Bogota,Colombia",TR,106, , ,CL,73, , ,ENGATIVA,12/31/1899 08:30:00 PM,Interseccion,Normal,0,1,ARRANCAR SIN PRECAUCION,OTRA
Choque,Vehiculo, , , , ,0,0,KR 95-CL 56 02,",Bogota,Colombia","KR 95-CL 56 02,Bogota,Colombia",KR,95, , ,CL,56, , ,ENGATIVA,12/31/1899 05:30:00 AM,Interseccion,Normal,0,0,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 79 S 02,",Bogota,Colombia","AV AVENIDA BOYACA-CL 79 S 02,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,79, ,S,CIUDAD BOLIVAR,12/31/1899 05:45:00 AM,Tramo de Via,Normal,0,3,OTRA, 
Choque,Vehiculo, , , , ,0,0,CL 81-KR 115 80,",Bogota,Colombia","CL 81-KR 115 80,Bogota,Colombia",CL,81, , ,KR,115, , ,ENGATIVA,12/31/1899 04:10:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,KR 24-CL 52 02,",Bogota,Colombia","KR 24-CL 52 02,Bogota,Colombia",KR,24, , ,CL,52, , ,TEUSAQUILLO,12/31/1899 06:40:00 AM,Tramo de Via,Normal,0,0,DESOBEDECER SEÑALES,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,CL 36-KR 4A SE 02,",Bogota,Colombia","CL 36-KR 4A SE 02,Bogota,Colombia",CL,36, ,S,KR,4,A,E,SAN CRISTOBAL,12/31/1899 01:45:00 PM,Tramo de Via,Normal,0,0,REVERSO IMPRUDENTE, 
Choque,Vehiculo, , , , ,0,0,TR 68-DG 24C 02,",Bogota,Colombia","TR 68-DG 24C 02,Bogota,Colombia",TR,68, , ,DG,24,C, ,FONTIBON,12/31/1899 09:30:00 PM,Tramo de Via,Lluvia,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,KR 29-CL 1D 02,",Bogota,Colombia","KR 29-CL 1D 02,Bogota,Colombia",KR,29, , ,CL,1,D, ,LOS MARTIRES,12/31/1899 08:45:00 AM,Interseccion,Normal,0,1, ,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,TR 94L-CL 80D 12,",Bogota,Colombia","TR 94L-CL 80D 12,Bogota,Colombia",TR,94,L, ,CL,80,D, ,ENGATIVA,12/31/1899 03:30:00 PM,Tramo de Via,Normal,0,1, ,SUBIRSE AL ANDEN O VIAS PEATONALES
Choque,Vehiculo, , , , ,0,0,AV AVENIDA CIUDAD DE CALI-CL 22 02,",Bogota,Colombia","AV AVENIDA CIUDAD DE CALI-CL 22 02,Bogota,Colombia",AV,AVENIDA CIUDAD DE CALI, , ,CL,22, , ,FONTIBON,12/31/1899 02:15:00 PM,Tramo de Via,Normal,0,0,ADELANTAR INVADIENDO CARRIL DEL MISMO SENTIDO EN ZIG-ZAG,TRANSITAR ENTRE VEHICULOS
