ClaseNombre,ChoqueNombre,ObjetoFijoCodigo,ObjetoFijoNombre,OtraClase,NombreOtraClase,Latitud,Longitud,Direccion,",Bogota , colombia",dir,TipoVia1,NumeroVia1,LetraVia1,CardinalVia1,TipoVia2,NumeroVia2,LetraVia2,CardinalVia2,Localidad,HoraOcurrencia,TipoDiseño,TipoTiempo,TotalMuertos,TotalHeridos,CausaConductorIDesc,CausaConductorIIDesc
Choque,Vehiculo, , , , ,0,0,KR 18C-CL 2 02,",Bogota,Colombia","KR 18C-CL 2 02,Bogota,Colombia",KR,18,C, ,CL,2, , ,LOS MARTIRES,12/31/1899 07:20:00 PM,Interseccion,Normal,0,1,DESOBEDECER SEÑALES, 
Atropello, , , , , ,0,0,CL 139-KR 108 02,",Bogota,Colombia","CL 139-KR 108 02,Bogota,Colombia",CL,139, , ,KR,108, , ,SUBA,12/31/1899 08:30:00 PM,Tramo de Via,Normal,0,1, , 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA DE LAS AMERICAS-KR 62 02,",Bogota,Colombia","AV AVENIDA DE LAS AMERICAS-KR 62 02,Bogota,Colombia",AV,AVENIDA DE LAS AMERICAS, , ,KR,62, , ,PUENTE ARANDA,12/31/1899 10:50:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,KR 68-CL 66 02,",Bogota,Colombia","KR 68-CL 66 02,Bogota,Colombia",KR,68, , ,CL,66, , ,BARRIOS UNIDOS,12/31/1899 08:00:00 AM,Tramo de Via,Normal,0,0,ADELANTAR CERRANDO, 
Choque,Vehiculo, , , , ,0,0,CL 19-KR 13A 10,",Bogota,Colombia","CL 19-KR 13A 10,Bogota,Colombia",CL,19, , ,KR,13,A, ,LOS MARTIRES,12/31/1899 09:10:00 AM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Caida de ocupante, , , , , ,0,0,KR 80-CL 59 S 02,",Bogota,Colombia","KR 80-CL 59 S 02,Bogota,Colombia",KR,80, , ,CL,59, ,S,BOSA,12/31/1899 05:30:00 AM,Tramo de Via,Normal,0,1,TRANSITAR CON LAS PUERTAS ABIERTAS, 
Choque,Vehiculo, , , , ,0,0,KR 15-CL 94 02,",Bogota,Colombia","KR 15-CL 94 02,Bogota,Colombia",KR,15, , ,CL,94, , ,CHAPINERO,12/31/1899 04:30:00 PM,Tramo de Via,Lluvia,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,KR 5-CL 128 97,",Bogota,Colombia","KR 5-CL 128 97,Bogota,Colombia",KR,5, , ,CL,128, , ,CANDELARIA,12/31/1899 10:26:00 AM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,CL 3-KR 68 02,",Bogota,Colombia","CL 3-KR 68 02,Bogota,Colombia",CL,3, , ,KR,68, , ,PUENTE ARANDA,12/31/1899 02:40:00 PM,Interseccion,Lluvia,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,TR 127-CL 137 32,",Bogota,Colombia","TR 127-CL 137 32,Bogota,Colombia",TR,127, , ,CL,137, , ,SUBA,12/31/1899 03:00:00 AM,Tramo de Via,Normal,0,0, ,TRANSITAR EN CONTRAVIA
Choque,Vehiculo, , , , ,0,0,KR 22-CL 22A 02,",Bogota,Colombia","KR 22-CL 22A 02,Bogota,Colombia",KR,22, , ,CL,22,A, ,LOS MARTIRES,12/31/1899 06:50:00 PM,Interseccion,Normal,0,2, ,NO RESPETAR PRELACIÓN
Choque,Vehiculo, , , , ,0,0,KR 24-CL 22 S 02,",Bogota,Colombia","KR 24-CL 22 S 02,Bogota,Colombia",KR,24, , ,CL,22, ,S,USAQUEN,12/31/1899 05:30:00 AM,Tramo de Via,Normal,0,0,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,CL 26-KR 33 31,",Bogota,Colombia","CL 26-KR 33 31,Bogota,Colombia",CL,26, , ,KR,33, , ,TEUSAQUILLO,12/31/1899 03:00:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,AK 45-CL 127 02,",Bogota,Colombia","AK 45-CL 127 02,Bogota,Colombia",AK,45, , ,CL,127, , ,USAQUEN,12/31/1899 02:30:00 PM,Tramo de Via,Normal,0,1, ,ADELANTAR POR LA DERECHA
Choque,Vehiculo, , , , ,0,0,KR 19A-CL 53 S 02,",Bogota,Colombia","KR 19A-CL 53 S 02,Bogota,Colombia",KR,19,A, ,CL,53, ,S,TUNJUELITO,12/31/1899 06:10:00 AM,Interseccion,Normal,0,2,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,KR 30-CL 73 02,",Bogota,Colombia","KR 30-CL 73 02,Bogota,Colombia",KR,30, , ,CL,73, , ,BARRIOS UNIDOS,12/31/1899 05:45:00 AM,Tramo de Via,Normal,0,0,NO UTILIZAR - IMPERICIA EN EL MANEJO,NO UTILIZAR - SALIRSE DE LA CALZADA
Choque,Vehiculo, , , , ,0,0,AV AVENIDA PRIMERO DE MAYO-CL 26 29,",Bogota,Colombia","AV AVENIDA PRIMERO DE MAYO-CL 26 29,Bogota,Colombia",AV,AVENIDA PRIMERO DE MAYO, , ,CL,26, , ,ANTONIO NARIÑO,12/31/1899 06:10:00 PM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Atropello, , , , , ,0,0,CL 138-KR 154BIS 02,",Bogota,Colombia","CL 138-KR 154BIS 02,Bogota,Colombia",CL,138, , ,KR,154, , ,SUBA,12/31/1899 08:00:00 PM,Tramo de Via,Normal,0,1, , 
Atropello, , , , , ,0,0,AV AVENIDA CARACAS-CL 65 S 02,",Bogota,Colombia","AV AVENIDA CARACAS-CL 65 S 02,Bogota,Colombia",AV,AVENIDA CARACAS, , ,CL,65, ,S,USME,12/31/1899 04:40:00 PM,Tramo de Via,Normal,0,1, , 
Choque,Vehiculo, , , , ,0,0,KR 20-CL 71A 02,",Bogota,Colombia","KR 20-CL 71A 02,Bogota,Colombia",KR,20, , ,CL,71,A, ,BARRIOS UNIDOS,12/31/1899 07:49:00 AM,Interseccion,Normal,0,1, ,DESOBEDECER SEÑALES
Atropello, , , , , ,0,0,AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 78D 02,",Bogota,Colombia","AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 78D 02,Bogota,Colombia",AV,AVENIDA CIUDAD DE VILLAVICENCIO, , ,CL,78,D, ,KENNEDY,12/31/1899 07:50:00 PM,Tramo de Via,Normal,0,3,OTRA, 
Atropello, , , , , ,0,0,KR 9-CL 3A E 20,",Bogota,Colombia","KR 9-CL 3A E 20,Bogota,Colombia",KR,9, ,E,CL,3,A, ,SANTA FE,12/31/1899 08:30:00 PM,Tramo de Via,Normal,0,3,NO UTILIZAR - IMPERICIA EN EL MANEJO, 
Choque,Vehiculo, , , , ,0,0,CL 130D-KR 109 33,",Bogota,Colombia","CL 130D-KR 109 33,Bogota,Colombia",CL,130,D, ,KR,109, , ,SUBA,12/31/1899 04:30:00 PM,Tramo de Via,Normal,0,1,DESOBEDECER SEÑALES,NO UTILIZAR - IMPERICIA EN EL MANEJO
Choque,Vehiculo, , , , ,0,0,CL 190-KR 45 02,",Bogota,Colombia","CL 190-KR 45 02,Bogota,Colombia",CL,190, , ,KR,45, , ,SUBA,12/31/1899 02:00:00 PM,Tramo de Via,Normal,0,0,ADELANTAR CERRANDO, 
Choque,Vehiculo, , , , ,0,0,CL 72-KR 78 02,",Bogota,Colombia","CL 72-KR 78 02,Bogota,Colombia",CL,72, , ,KR,78, , ,ENGATIVA,12/31/1899 12:30:00 PM,Interseccion,Normal,0,0,OTRA,OTRA
Choque,Vehiculo, , , , ,0,0,CL 80-KR 116 02,",Bogota,Colombia","CL 80-KR 116 02,Bogota,Colombia",CL,80, , ,KR,116, , ,ENGATIVA,12/31/1899 07:10:00 AM,Tramo de Via,Normal,0,0,PONER EN MARCHA UN VEHICULO SIN PRECAUCIONES, 
Choque,Vehiculo, , , , ,0,0,AC 82-KR 7 02,",Bogota,Colombia","AC 82-KR 7 02,Bogota,Colombia",AC,82, , ,KR,7, , ,CHAPINERO,12/31/1899 10:10:00 AM,Tramo de Via,Normal,0,0,REVERSO IMPRUDENTE, 
Choque,Vehiculo, , , , ,0,0,KR 18-CL 18 S 02,",Bogota,Colombia","KR 18-CL 18 S 02,Bogota,Colombia",KR,18, , ,CL,18, ,S,ANTONIO NARIÑO,12/31/1899 03:00:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,KR 78-CL 8C 35,",Bogota,Colombia","KR 78-CL 8C 35,Bogota,Colombia",KR,78, , ,CL,8,C, ,KENNEDY,12/31/1899 08:20:00 AM,Tramo de Via,Normal,0,3,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,CL 108A-KR 7C 02,",Bogota,Colombia","CL 108A-KR 7C 02,Bogota,Colombia",CL,108,A, ,KR,7,C, ,USAQUEN,12/31/1899 12:20:00 PM,Tramo de Via,Normal,0,0, ,REVERSO IMPRUDENTE
Choque,Objeto Fijo,6,Inmueble, , ,0,0,CL 27BIS-KR 27H S 02,",Bogota,Colombia","CL 27BIS-KR 27H S 02,Bogota,Colombia",CL,27, ,S,KR,27,H, ,RAFAEL URIBE URIBE,12/31/1899 05:10:00 PM,Tramo de Via,Normal,0,0,EMBRIAGUEZ O DROGA, 
Choque,Vehiculo, , , , ,0,0,CL 20-KR 97 06,",Bogota,Colombia","CL 20-KR 97 06,Bogota,Colombia",CL,20, , ,KR,97, , ,FONTIBON,12/31/1899 12:30:00 PM,Interseccion,Normal,0,0,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,CL 49-KR 89B S 31,",Bogota,Colombia","CL 49-KR 89B S 31,Bogota,Colombia",CL,49, ,S,KR,89,B, ,BOSA,12/31/1899 01:20:00 AM,Tramo de Via,Normal,0,0,NO RESPETAR PRELACIÓN, 
Choque,Vehiculo, , , , ,0,0,KR 87C-CL 33 S 02,",Bogota,Colombia","KR 87C-CL 33 S 02,Bogota,Colombia",KR,87,C, ,CL,33, ,S,KENNEDY,12/31/1899 02:00:00 PM,Interseccion,Normal,0,0, ,NO RESPETAR PRELACIÓN
Choque,Vehiculo, , , , ,0,0,CL 134-KR 55 02,",Bogota,Colombia","CL 134-KR 55 02,Bogota,Colombia",CL,134, , ,KR,55, , ,SUBA,12/31/1899 06:45:00 AM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,KR 30-CL 46 02,",Bogota,Colombia","KR 30-CL 46 02,Bogota,Colombia",KR,30, , ,CL,46, , ,TEUSAQUILLO,12/31/1899 05:30:00 AM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,KR 10-CL 19 02,",Bogota,Colombia","KR 10-CL 19 02,Bogota,Colombia",KR,10, , ,CL,19, , ,SANTA FE,12/31/1899 10:10:00 AM,Tramo de Via,Normal,0,0,OTRA, 
Choque,Vehiculo, , , , ,0,0,KR 19B-CL 62A S 02,",Bogota,Colombia","KR 19B-CL 62A S 02,Bogota,Colombia",KR,19,B, ,CL,62,A,S,CIUDAD BOLIVAR,12/31/1899 04:20:00 PM,Interseccion,Normal,0,2,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,KR 30-CL 2 02,",Bogota,Colombia","KR 30-CL 2 02,Bogota,Colombia",KR,30, , ,CL,2, , ,PUENTE ARANDA,12/31/1899 01:35:00 PM,Tramo de Via,Normal,0,1, ,ADELANTAR INVADIENDO CARRIL DEL MISMO SENTIDO EN ZIG-ZAG
Choque,Vehiculo, , , , ,0,0,CL 127-KR 15 02,",Bogota,Colombia","CL 127-KR 15 02,Bogota,Colombia",CL,127, , ,KR,15, , ,USAQUEN,12/31/1899 09:30:00 AM,Tramo de Via,Normal,0,0,ADELANTAR CERRANDO, 
Atropello, , , , , ,0,0,KR 34-CL 8 S 02,",Bogota,Colombia","KR 34-CL 8 S 02,Bogota,Colombia",KR,34, , ,CL,8, ,S,PUENTE ARANDA,12/31/1899 06:20:00 AM,Tramo de Via,Normal,0,2,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,KR 91-CL 128B 37,",Bogota,Colombia","KR 91-CL 128B 37,Bogota,Colombia",KR,91, , ,CL,128,B, ,SUBA,12/31/1899 03:15:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR INVADIENDO CARRIL DEL MISMO SENTIDO EN ZIG-ZAG
Choque,Vehiculo, , , , ,0,0,CL 26-KR 10 02,",Bogota,Colombia","CL 26-KR 10 02,Bogota,Colombia",CL,26, , ,KR,10, , ,SANTA FE,12/31/1899 10:30:00 PM,Paso inferior,Normal,0,0, ,TRANSITAR ENTRE VEHICULOS
Choque,Vehiculo, , , , ,0,0,AK 68-CL 6 02,",Bogota,Colombia","AK 68-CL 6 02,Bogota,Colombia",AK,68, , ,CL,6, , ,PUENTE ARANDA,12/31/1899 06:50:00 AM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Atropello, , , , , ,0,0,KR 107-CL 77 15,",Bogota,Colombia","KR 107-CL 77 15,Bogota,Colombia",KR,107, , ,CL,77, , ,ENGATIVA,12/31/1899 10:00:00 AM,Tramo de Via,Normal,0,1, , 
Atropello, , , , , ,0,0,AV AVENIDA CARACAS-CL 70 S 02,",Bogota,Colombia","AV AVENIDA CARACAS-CL 70 S 02,Bogota,Colombia",AV,AVENIDA CARACAS, , ,CL,70, ,S,USME,12/31/1899 04:00:00 PM,Tramo de Via,Normal,0,1, , 
Choque,Vehiculo, , , , ,0,0,AK 68-CL 49A 47,",Bogota,Colombia","AK 68-CL 49A 47,Bogota,Colombia",AK,68, , ,CL,49,A, ,BARRIOS UNIDOS,12/31/1899 10:20:00 AM,Tramo de Via,Normal,0,2,OTRA, 
Choque,Vehiculo, , , , ,0,0,KR 5D-CL 49 S 02,",Bogota,Colombia","KR 5D-CL 49 S 02,Bogota,Colombia",KR,5,D, ,CL,49, ,S,RAFAEL URIBE URIBE,12/31/1899 05:50:00 PM,Interseccion,Normal,0,0,NO RESPETAR PRELACION DE INTERSECCIONES O GIROS, 
Choque,Vehiculo, , , , ,0,0,KR 60-CL 3 02,",Bogota,Colombia","KR 60-CL 3 02,Bogota,Colombia",KR,60, , ,CL,3, , ,PUENTE ARANDA,12/31/1899 06:10:00 AM,Interseccion,Normal,0,0,ADELANTAR CERRANDO, 
Caida de ocupante, , , , , ,0,0,AC 27-KR 13 S 20,",Bogota,Colombia","AC 27-KR 13 S 20,Bogota,Colombia",AC,27, ,S,KR,13, , ,RAFAEL URIBE URIBE,12/31/1899 01:00:00 PM,Tramo de Via,Normal,0,1,ARRANCAR SIN PRECAUCION, 
Choque,Vehiculo, , , , ,0,0,KR 97D-CL 42 S 51,",Bogota,Colombia","KR 97D-CL 42 S 51,Bogota,Colombia",KR,97,D, ,CL,42, ,S,KENNEDY,12/31/1899 06:30:00 PM,Tramo de Via,Normal,0,0,ARRANCAR SIN PRECAUCION, 
Choque,Vehiculo, , , , ,0,0,DG 34-KR 68B S 02,",Bogota,Colombia","DG 34-KR 68B S 02,Bogota,Colombia",DG,34, ,S,KR,68,B, ,KENNEDY,12/31/1899 02:30:00 PM,Interseccion,Normal,0,0,NO RESPETAR PRELACIÓN, 
Choque,Vehiculo, , , , ,0,0,KR 30-CL 22 02,",Bogota,Colombia","KR 30-CL 22 02,Bogota,Colombia",KR,30, , ,CL,22, , ,TEUSAQUILLO,12/31/1899 12:30:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,CL 31-KR 69B S 02,",Bogota,Colombia","CL 31-KR 69B S 02,Bogota,Colombia",CL,31, ,S,KR,69,B, ,KENNEDY,12/31/1899 05:00:00 PM,Interseccion,Normal,0,0, ,NO UTILIZAR - GIRAR BRUSCAMENTE
Choque,Vehiculo, , , , ,0,0,KR 107-CL 78F 02,",Bogota,Colombia","KR 107-CL 78F 02,Bogota,Colombia",KR,107, , ,CL,78,F, ,ENGATIVA,12/31/1899 04:15:00 PM,Tramo de Via,Normal,0,0,DESOBEDECER SEÑALES,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,KR 28B-CL 64A 02,",Bogota,Colombia","KR 28B-CL 64A 02,Bogota,Colombia",KR,28,B, ,CL,64,A, ,BARRIOS UNIDOS,12/31/1899 11:15:00 AM,Interseccion,Normal,0,0,REVERSO IMPRUDENTE, 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 167 02,",Bogota,Colombia","AV AVENIDA BOYACA-CL 167 02,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,167, , ,SUBA,12/31/1899 10:00:00 AM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,KR 77H-CL 65J S 02,",Bogota,Colombia","KR 77H-CL 65J S 02,Bogota,Colombia",KR,77,H, ,CL,65,J,S,BOSA,12/31/1899 09:30:00 AM,Interseccion,Normal,0,0, ,DESOBEDECER SEÑALES
Choque,Vehiculo, , , , ,0,0,KR 32-CL 51 S 02,",Bogota,Colombia","KR 32-CL 51 S 02,Bogota,Colombia",KR,32, , ,CL,51, ,S,TUNJUELITO,12/31/1899 07:00:00 PM,Interseccion,Normal,0,0,NO UTILIZAR - GIRAR BRUSCAMENTE, 
Choque,Vehiculo, , , , ,0,0,CL 13-KR 62 02,",Bogota,Colombia","CL 13-KR 62 02,Bogota,Colombia",CL,13, , ,KR,62, , ,PUENTE ARANDA,12/31/1899 10:15:00 AM,Tramo de Via,Normal,0,0, ,NO MANTENER DISTANCIA DE SEGURIDAD
Choque,Vehiculo, , , , ,0,0,AV AVENIDA DE LAS AMERICAS-KR 78 02,",Bogota,Colombia","AV AVENIDA DE LAS AMERICAS-KR 78 02,Bogota,Colombia",AV,AVENIDA DE LAS AMERICAS, , ,KR,78, , ,KENNEDY,12/31/1899 08:30:00 AM,Tramo de Via,Normal,0,0, , 
Choque,Vehiculo, , , , ,0,0,AK 30-CL 45A 02,",Bogota,Colombia","AK 30-CL 45A 02,Bogota,Colombia",AK,30, , ,CL,45,A, ,TEUSAQUILLO,12/31/1899 08:15:00 AM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,DG 54-KR 17 02,",Bogota,Colombia","DG 54-KR 17 02,Bogota,Colombia",DG,54, , ,KR,17, , ,TEUSAQUILLO,12/31/1899 02:10:00 PM,Interseccion,Normal,0,0,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,AK 30-CL 12 02,",Bogota,Colombia","AK 30-CL 12 02,Bogota,Colombia",AK,30, , ,CL,12, , ,LOS MARTIRES,12/31/1899 10:40:00 AM,Tramo de Via,Normal,0,1,ADELANTAR CERRANDO, 
Choque,Vehiculo, , , , ,0,0,CL 22C-KR 68F 02,",Bogota,Colombia","CL 22C-KR 68F 02,Bogota,Colombia",CL,22,C, ,KR,68,F, ,FONTIBON,12/31/1899 08:00:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,AV AVENIDA BOYACA-CL 128A 02,",Bogota,Colombia","AV AVENIDA BOYACA-CL 128A 02,Bogota,Colombia",AV,AVENIDA BOYACA, , ,CL,128,A, ,SUBA,12/31/1899 08:00:00 AM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,AV AVENIDA SUBA-CL 117D 02,",Bogota,Colombia","AV AVENIDA SUBA-CL 117D 02,Bogota,Colombia",AV,AVENIDA SUBA, , ,CL,117,D, ,SUBA,12/31/1899 05:30:00 PM,Tramo de Via,Normal,0,1,ADELANTAR CERRANDO, 
Choque,Vehiculo, , , , ,0,0,CL 54-KR 79D S 02,",Bogota,Colombia","CL 54-KR 79D S 02,Bogota,Colombia",CL,54, ,S,KR,79,D, ,KENNEDY,12/31/1899 09:40:00 PM,Tramo de Via,Normal,0,1, , 
Choque,Vehiculo, , , , ,0,0,KR 92-CL 170 02,",Bogota,Colombia","KR 92-CL 170 02,Bogota,Colombia",KR,92, , ,CL,170, , ,SUBA,12/31/1899 07:00:00 AM,Paso a nivel,Normal,0,0,REVERSO IMPRUDENTE, 
Choque,Vehiculo, , , , ,0,0,CL 80-KR 27 02,",Bogota,Colombia","CL 80-KR 27 02,Bogota,Colombia",CL,80, , ,KR,27, , ,BARRIOS UNIDOS,12/31/1899 11:20:00 AM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA DE LAS AMERICAS-KR 30 02,",Bogota,Colombia","AV AVENIDA DE LAS AMERICAS-KR 30 02,Bogota,Colombia",AV,AVENIDA DE LAS AMERICAS, , ,KR,30, , ,LOS MARTIRES,12/31/1899 06:10:00 AM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,CL 60-KR 22 S 70,",Bogota,Colombia","CL 60-KR 22 S 70,Bogota,Colombia",CL,60, ,S,KR,22, , ,CIUDAD BOLIVAR,12/31/1899 02:30:00 PM,Tramo de Via,Normal,0,1,NO UTILIZAR - IMPERICIA EN EL MANEJO, 
Choque,Vehiculo, , , , ,0,0,CL 152B-KR 58C 02,",Bogota,Colombia","CL 152B-KR 58C 02,Bogota,Colombia",CL,152,B, ,KR,58,C, ,SUBA,12/31/1899 05:30:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,TR 23BIS-DG 44A S 02,",Bogota,Colombia","TR 23BIS-DG 44A S 02,Bogota,Colombia",TR,23, , ,DG,44,A,S,RAFAEL URIBE URIBE,12/31/1899 07:40:00 AM,Interseccion,Normal,0,3,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA DE LAS AMERICAS-KR 79A 02,",Bogota,Colombia","AV AVENIDA DE LAS AMERICAS-KR 79A 02,Bogota,Colombia",AV,AVENIDA DE LAS AMERICAS, , ,KR,79,A, ,KENNEDY,12/31/1899 06:30:00 PM,Tramo de Via,Normal,0,0,ADELANTAR CERRANDO, 
Choque,Vehiculo, , , , ,0,0,CL 63-KR 111 02,",Bogota,Colombia","CL 63-KR 111 02,Bogota,Colombia",CL,63, , ,KR,111, , ,ENGATIVA,12/31/1899 02:35:00 PM,Tramo de Via,Normal,0,1,ADELANTAR CERRANDO,ADELANTAR POR LA DERECHA
Choque,Vehiculo, , , , ,0,0,KR 72-CL 36 S 02,",Bogota,Colombia","KR 72-CL 36 S 02,Bogota,Colombia",KR,72, , ,CL,36, ,S,KENNEDY,12/31/1899 02:30:00 PM,Interseccion,Normal,0,1,DESOBEDECER SEÑALES,OTRA
Choque,Vehiculo, , , , ,0,0,CL 9-KR 36 02,",Bogota,Colombia","CL 9-KR 36 02,Bogota,Colombia",CL,9, , ,KR,36, , ,PUENTE ARANDA,12/31/1899 09:00:00 AM,Tramo de Via,Normal,0,0, ,REVERSO IMPRUDENTE
Volcamiento, , , , , ,0,0,AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 55 S 02,",Bogota,Colombia","AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 55 S 02,Bogota,Colombia",AV,AVENIDA CIUDAD DE VILLAVICENCIO, , ,CL,55, ,S,BOSA,12/31/1899 08:50:00 AM,Tramo de Via,Normal,0,1, , 
Choque,Vehiculo, , , , ,0,0,KR 54-CL 68 02,",Bogota,Colombia","KR 54-CL 68 02,Bogota,Colombia",KR,54, , ,CL,68, , ,BARRIOS UNIDOS,12/31/1899 07:20:00 PM,Tramo de Via,Normal,0,0, ,ADELANTAR CERRANDO
Choque,Vehiculo, , , , ,0,0,KR 69B-CL 31 S 46,",Bogota,Colombia","KR 69B-CL 31 S 46,Bogota,Colombia",KR,69,B, ,CL,31, ,S,KENNEDY,12/31/1899 07:30:00 AM,Tramo de Via,Normal,0,0,ARRANCAR SIN PRECAUCION, 
Choque,Vehiculo, , , , ,0,0,CL 85-KR 80 S 02,",Bogota,Colombia","CL 85-KR 80 S 02,Bogota,Colombia",CL,85, ,S,KR,80, , ,BOSA,12/31/1899 07:30:00 AM,Tramo de Via,Normal,0,1,DESOBEDECER SEÑALES, 
Choque,Vehiculo, , , , ,0,0,KR 7-DG 40A 02,",Bogota,Colombia","KR 7-DG 40A 02,Bogota,Colombia",KR,7, , ,DG,40,A, ,SANTA FE,12/31/1899 03:15:00 AM,Interseccion,Normal,0,2,DESOBEDECER SEÑALES,DESOBEDECER SEÑALES
Atropello, , , , , ,0,0,KR 69-CL 13 50,",Bogota,Colombia","KR 69-CL 13 50,Bogota,Colombia",KR,69, , ,CL,13, , ,FONTIBON,12/31/1899 06:15:00 PM,Tramo de Via,Normal,0,1, , 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA DE LAS AMERICAS-KR 42 02,",Bogota,Colombia","AV AVENIDA DE LAS AMERICAS-KR 42 02,Bogota,Colombia",AV,AVENIDA DE LAS AMERICAS, , ,KR,42, , ,PUENTE ARANDA,12/31/1899 05:05:00 PM,Tramo de Via,Normal,0,0, ,NO RESPETAR PRELACIÓN
Choque,Vehiculo, , , , ,0,0,AV AVENIDA DE LAS AMERICAS-KR 42A 02,",Bogota,Colombia","AV AVENIDA DE LAS AMERICAS-KR 42A 02,Bogota,Colombia",AV,AVENIDA DE LAS AMERICAS, , ,KR,42,A, ,PUENTE ARANDA,12/31/1899 07:20:00 PM,Paso a nivel,Normal,0,0,REVERSO IMPRUDENTE, 
Choque,Vehiculo, , , , ,0,0,KR 53-DG 49 S 02,",Bogota,Colombia","KR 53-DG 49 S 02,Bogota,Colombia",KR,53, , ,DG,49, ,S,TUNJUELITO,12/31/1899 07:30:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,KR 5-CL 22 88,",Bogota,Colombia","KR 5-CL 22 88,Bogota,Colombia",KR,5, , ,CL,22, , ,SANTA FE,12/31/1899 11:50:00 AM,Tramo de Via,Normal,0,0,ADELANTAR POR LA DERECHA, 
Choque,Vehiculo, , , , ,0,0,AV AVENIDA CIUDAD DE CALI-CL 13 02,",Bogota,Colombia","AV AVENIDA CIUDAD DE CALI-CL 13 02,Bogota,Colombia",AV,AVENIDA CIUDAD DE CALI, , ,CL,13, , ,FONTIBON,12/31/1899 08:30:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,AK 45-CL 205 02,",Bogota,Colombia","AK 45-CL 205 02,Bogota,Colombia",AK,45, , ,CL,205, , ,USAQUEN,12/31/1899 03:00:00 PM,Tramo de Via,Normal,0,0,NO MANTENER DISTANCIA DE SEGURIDAD, 
Choque,Vehiculo, , , , ,0,0,CL 68A-KR 68A 02,",Bogota,Colombia","CL 68A-KR 68A 02,Bogota,Colombia",CL,68,A, ,KR,68,A, ,BARRIOS UNIDOS,12/31/1899 07:00:00 AM,Interseccion,Normal,0,0,DESOBEDECER SEÑALES,OTRA
